timestamp,measurement_session,location_id,location_name_bg,latitude,longitude,temperature_c,nitrate_no3_mg_l,phosphate_po4_mg_l,turbidity_ntu,chlorophyll_a_ug_l
2025-05-19T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,19.93,0.385,0.031,3.24,8.24
2025-05-19T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,19.07,0.427,0.039,3.77,8.33
2025-05-19T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,20.01,0.426,0.037,3.58,11.73
2025-05-19T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,19.05,0.38,0.042,3.68,10.0
2025-05-19T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,21.27,0.365,0.045,3.29,9.64
2025-05-20T08:00,morning,sarafovo,Сарафово,42.5695,27.521,18.44,0.388,0.036,3.89,9.57
2025-05-20T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,20.59,0.356,0.036,3.89,8.73
2025-05-20T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,18.92,0.4,0.039,4.12,9.86
2025-05-20T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,20.04,0.42,0.048,3.86,8.61
2025-05-20T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,18.45,0.373,0.032,3.83,8.34
2025-05-20T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,19.84,0.397,0.038,4.04,8.59
2025-05-21T08:00,morning,sarafovo,Сарафово,42.5695,27.521,19.14,0.417,0.03,3.84,10.0
2025-05-21T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,20.52,0.423,0.038,3.38,11.64
2025-05-21T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,19.14,0.426,0.047,4.48,9.97
2025-05-21T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,20.46,0.446,0.05,4.47,10.15
2025-05-21T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,19.08,0.403,0.035,4.35,9.74
2025-05-21T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,20.47,0.4,0.04,4.44,10.72
2025-05-22T08:00,morning,sarafovo,Сарафово,42.5695,27.521,19.14,0.478,0.054,5.46,8.36
2025-05-22T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,20.09,0.486,0.06,4.94,9.42
2025-05-22T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,19.33,0.583,0.066,6.08,9.06
2025-05-22T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,20.57,0.597,0.068,5.75,9.12
2025-05-22T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,19.33,0.495,0.048,4.4,8.0
2025-05-22T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,20.29,0.474,0.044,4.57,7.48
2025-05-23T08:00,morning,sarafovo,Сарафово,42.5695,27.521,19.07,0.62,0.085,6.34,9.01
2025-05-23T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,20.82,0.624,0.09,6.64,10.91
2025-05-23T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,19.17,0.721,0.094,6.32,9.63
2025-05-23T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,21.17,0.734,0.108,6.84,9.74
2025-05-23T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,19.14,0.57,0.083,6.31,9.15
2025-05-23T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,20.19,0.586,0.079,6.37,8.05
2025-05-24T08:00,morning,sarafovo,Сарафово,42.5695,27.521,19.73,0.671,0.078,7.46,10.9
2025-05-24T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,20.64,0.708,0.084,7.43,10.73
2025-05-24T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,20.33,0.765,0.108,7.89,10.64
2025-05-24T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,20.74,0.75,0.105,7.77,12.76
2025-05-24T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,19.68,0.711,0.094,6.82,8.43
2025-05-24T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,21.37,0.717,0.098,6.68,8.59
2025-05-25T08:00,morning,sarafovo,Сарафово,42.5695,27.521,19.21,0.56,0.071,6.0,12.36
2025-05-25T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,22.02,0.562,0.072,6.26,13.06
2025-05-25T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,19.75,0.518,0.063,6.92,18.27
2025-05-25T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,21.32,0.559,0.069,7.52,17.93
2025-05-25T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,19.03,0.617,0.071,7.0,12.55
2025-05-25T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,21.23,0.647,0.075,6.11,12.96
2025-05-26T08:00,morning,sarafovo,Сарафово,42.5695,27.521,20.14,0.406,0.027,5.55,18.51
2025-05-26T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,21.08,0.371,0.029,5.37,18.39
2025-05-26T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,20.37,0.368,0.028,5.84,22.32
2025-05-26T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,20.85,0.368,0.029,6.01,21.34
2025-05-26T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,20.11,0.371,0.037,5.44,18.19
2025-05-26T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,21.42,0.382,0.036,6.21,18.24
2025-05-27T08:00,morning,sarafovo,Сарафово,42.5695,27.521,19.52,0.273,0.011,4.84,22.85
2025-05-27T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,21.5,0.263,0.016,4.79,23.46
2025-05-27T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,20.31,0.294,0.018,5.48,24.55
2025-05-27T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,21.58,0.236,0.012,4.94,23.54
2025-05-27T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,18.99,0.281,0.032,5.81,24.16
2025-05-27T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,21.71,0.272,0.031,7.13,23.53
2025-05-28T08:00,morning,sarafovo,Сарафово,42.5695,27.521,20.07,0.236,0.015,5.06,21.46
2025-05-28T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,21.39,0.238,0.01,4.79,21.03
2025-05-28T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,21.18,0.294,0.012,4.97,22.54
2025-05-28T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.21,0.304,0.017,5.2,23.15
2025-05-28T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,19.78,0.254,0.022,6.26,24.63
2025-05-28T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,21.49,0.233,0.015,5.81,24.31
2025-05-29T08:00,morning,sarafovo,Сарафово,42.5695,27.521,19.44,0.263,0.03,3.89,15.76
2025-05-29T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,21.62,0.275,0.029,3.81,16.45
2025-05-29T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,21.32,0.355,0.015,4.55,16.89
2025-05-29T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.1,0.34,0.016,5.01,15.12
2025-05-29T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,20.33,0.271,0.024,3.75,18.95
2025-05-29T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,22.44,0.246,0.018,4.54,17.32
2025-05-30T08:00,morning,sarafovo,Сарафово,42.5695,27.521,20.66,0.294,0.022,5.23,13.23
2025-05-30T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,22.25,0.307,0.022,5.3,14.32
2025-05-30T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,20.5,0.379,0.037,4.66,10.44
2025-05-30T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.0,0.389,0.038,3.84,9.54
2025-05-30T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,20.53,0.343,0.021,5.49,14.9
2025-05-30T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,22.53,0.346,0.023,5.23,14.88
2025-05-31T08:00,morning,sarafovo,Сарафово,42.5695,27.521,20.4,0.35,0.025,3.79,8.7
2025-05-31T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,22.17,0.336,0.025,3.39,9.87
2025-05-31T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,19.96,0.386,0.036,4.58,11.33
2025-05-31T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.06,0.406,0.036,4.36,10.08
2025-05-31T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,21.77,0.349,0.027,3.25,10.31
2025-05-31T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,21.93,0.344,0.036,3.52,10.6
2025-06-01T08:00,morning,sarafovo,Сарафово,42.5695,27.521,20.95,0.328,0.035,5.33,11.86
2025-06-01T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,21.53,0.326,0.032,4.96,11.86
2025-06-01T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,21.42,0.412,0.033,4.24,9.06
2025-06-01T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.73,0.404,0.032,3.82,9.44
2025-06-01T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,21.15,0.378,0.035,3.92,10.26
2025-06-01T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,22.2,0.389,0.033,4.52,9.96
2025-06-02T08:00,morning,sarafovo,Сарафово,42.5695,27.521,20.11,0.35,0.034,4.62,11.79
2025-06-02T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,22.16,0.366,0.039,4.47,10.81
2025-06-02T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,20.47,0.41,0.042,3.52,9.29
2025-06-02T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.79,0.445,0.042,4.14,9.18
2025-06-02T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,21.1,0.371,0.047,3.71,8.45
2025-06-02T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,22.21,0.359,0.036,4.35,9.72
2025-06-03T08:00,morning,sarafovo,Сарафово,42.5695,27.521,21.01,0.317,0.034,4.94,9.85
2025-06-03T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,22.36,0.342,0.03,4.55,11.55
2025-06-03T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.03,0.386,0.034,3.81,9.35
2025-06-03T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,23.97,0.386,0.032,4.18,9.02
2025-06-03T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,21.39,0.407,0.041,4.85,10.4
2025-06-03T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,22.93,0.398,0.038,4.86,8.97
2025-06-04T08:00,morning,sarafovo,Сарафово,42.5695,27.521,21.08,0.335,0.034,4.3,11.29
2025-06-04T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,22.55,0.357,0.032,4.62,9.83
2025-06-04T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,21.85,0.386,0.041,3.85,10.81
2025-06-04T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.3,0.392,0.042,4.64,9.99
2025-06-04T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,20.94,0.342,0.047,4.11,8.19
2025-06-04T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,22.21,0.368,0.046,3.99,9.76
2025-06-05T08:00,morning,sarafovo,Сарафово,42.5695,27.521,21.09,0.333,0.021,4.53,9.23
2025-06-05T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,23.33,0.332,0.027,4.22,9.57
2025-06-05T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.15,0.396,0.05,3.96,9.15
2025-06-05T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,23.19,0.396,0.047,3.74,9.79
2025-06-05T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,21.66,0.337,0.029,4.05,7.72
2025-06-05T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,22.41,0.352,0.035,3.99,7.74
2025-06-06T08:00,morning,sarafovo,Сарафово,42.5695,27.521,21.21,0.375,0.025,3.32,10.09
2025-06-06T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,23.6,0.363,0.023,3.29,10.17
2025-06-06T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.23,0.403,0.049,3.58,11.64
2025-06-06T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,23.36,0.392,0.04,3.71,10.79
2025-06-06T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,21.64,0.374,0.032,4.98,9.25
2025-06-06T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,22.96,0.35,0.033,4.99,9.6
2025-06-07T08:00,morning,sarafovo,Сарафово,42.5695,27.521,22.24,0.368,0.03,4.3,8.55
2025-06-07T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,23.51,0.383,0.021,4.83,9.56
2025-06-07T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,21.48,0.383,0.044,4.0,10.18
2025-06-07T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,23.76,0.343,0.043,3.2,10.19
2025-06-07T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,21.56,0.35,0.028,3.83,11.67
2025-06-07T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,22.99,0.322,0.026,4.81,11.57
2025-06-08T08:00,morning,sarafovo,Сарафово,42.5695,27.521,21.81,0.358,0.033,4.08,9.6
2025-06-08T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,23.22,0.343,0.034,4.19,10.2
2025-06-08T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.36,0.365,0.047,3.99,8.94
2025-06-08T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,23.08,0.414,0.036,3.82,9.46
2025-06-08T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,21.88,0.397,0.036,4.26,11.48
2025-06-08T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,23.85,0.38,0.038,3.79,11.86
2025-06-09T08:00,morning,sarafovo,Сарафово,42.5695,27.521,21.89,0.368,0.046,4.48,9.22
2025-06-09T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,23.82,0.378,0.037,4.53,9.83
2025-06-09T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.05,0.451,0.053,5.01,9.38
2025-06-09T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,23.24,0.436,0.056,3.99,11.0
2025-06-09T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,20.72,0.441,0.031,3.72,12.74
2025-06-09T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,24.59,0.428,0.038,4.51,12.63
2025-06-10T08:00,morning,sarafovo,Сарафово,42.5695,27.521,21.75,0.485,0.06,4.32,9.52
2025-06-10T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,23.61,0.528,0.064,4.12,9.59
2025-06-10T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.22,0.643,0.075,5.38,9.0
2025-06-10T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,24.02,0.662,0.079,5.34,10.93
2025-06-10T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,21.99,0.48,0.052,4.42,11.37
2025-06-10T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,23.06,0.48,0.052,5.23,10.04
2025-06-11T08:00,morning,sarafovo,Сарафово,42.5695,27.521,21.47,0.711,0.092,7.44,10.69
2025-06-11T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,23.6,0.707,0.089,7.63,12.25
2025-06-11T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,23.04,0.863,0.11,7.06,12.06
2025-06-11T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,23.79,0.836,0.109,6.5,10.58
2025-06-11T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,22.25,0.67,0.084,5.6,10.55
2025-06-11T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,23.21,0.682,0.092,5.22,9.71
2025-06-12T08:00,morning,sarafovo,Сарафово,42.5695,27.521,21.49,0.785,0.107,7.08,13.54
2025-06-12T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,24.28,0.795,0.106,7.23,13.53
2025-06-12T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.49,0.846,0.132,7.99,13.83
2025-06-12T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,23.49,0.823,0.132,7.27,12.95
2025-06-12T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,22.19,0.837,0.127,7.57,12.04
2025-06-12T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,23.59,0.838,0.127,7.22,12.18
2025-06-13T08:00,morning,sarafovo,Сарафово,42.5695,27.521,22.24,0.617,0.088,7.44,16.71
2025-06-13T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,23.32,0.591,0.082,7.03,16.58
2025-06-13T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,21.67,0.577,0.076,6.83,20.58
2025-06-13T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,24.9,0.608,0.076,7.77,20.29
2025-06-13T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,22.43,0.699,0.095,7.9,16.2
2025-06-13T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,23.35,0.663,0.096,7.0,15.44
2025-06-14T08:00,morning,sarafovo,Сарафово,42.5695,27.521,21.21,0.33,0.03,5.89,24.14
2025-06-14T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,24.03,0.346,0.029,6.06,24.8
2025-06-14T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.6,0.34,0.023,5.75,27.73
2025-06-14T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,24.25,0.307,0.031,6.11,27.96
2025-06-14T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,22.61,0.46,0.052,7.45,24.25
2025-06-14T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,24.35,0.432,0.053,7.49,24.5
2025-06-15T08:00,morning,sarafovo,Сарафово,42.5695,27.521,22.03,0.21,0.012,6.28,27.94
2025-06-15T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,23.82,0.182,0.013,5.91,27.13
2025-06-15T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,23.21,0.234,0.012,6.69,28.3
2025-06-15T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,24.71,0.248,0.01,5.86,28.3
2025-06-15T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,22.74,0.205,0.027,6.17,27.54
2025-06-15T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,24.39,0.19,0.03,6.54,28.13
2025-06-16T08:00,morning,sarafovo,Сарафово,42.5695,27.521,22.32,0.19,0.015,6.61,26.33
2025-06-16T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,24.42,0.221,0.014,7.08,26.68
2025-06-16T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.85,0.19,0.016,5.88,25.1
2025-06-16T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,24.85,0.231,0.018,5.76,25.76
2025-06-16T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,23.01,0.208,0.009,5.54,27.59
2025-06-16T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,24.71,0.205,0.014,5.71,28.02
2025-06-17T08:00,morning,sarafovo,Сарафово,42.5695,27.521,22.48,0.298,0.008,5.59,18.99
2025-06-17T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,25.31,0.291,0.014,5.89,18.37
2025-06-17T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.83,0.335,0.025,4.78,17.86
2025-06-17T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,24.19,0.322,0.019,4.1,16.85
2025-06-17T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,23.38,0.25,0.022,5.96,21.87
2025-06-17T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,24.99,0.268,0.029,6.12,21.39
2025-06-18T08:00,morning,sarafovo,Сарафово,42.5695,27.521,22.13,0.311,0.015,3.88,12.31
2025-06-18T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,24.51,0.329,0.023,4.13,13.78
2025-06-18T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,23.1,0.365,0.024,4.62,12.83
2025-06-18T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,24.99,0.381,0.025,5.43,12.8
2025-06-18T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,22.82,0.309,0.024,4.13,12.5
2025-06-18T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,24.98,0.29,0.023,4.2,13.14
2025-06-19T08:00,morning,sarafovo,Сарафово,42.5695,27.521,23.05,0.343,0.019,3.93,12.56
2025-06-19T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,24.95,0.33,0.021,3.62,12.34
2025-06-19T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,22.8,0.367,0.028,3.09,10.76
2025-06-19T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,24.85,0.378,0.018,2.8,10.92
2025-06-19T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,22.92,0.302,0.035,4.23,12.97
2025-06-19T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,26.17,0.329,0.029,4.11,13.84
2025-06-20T08:00,morning,sarafovo,Сарафово,42.5695,27.521,23.55,0.33,0.029,5.03,11.88
2025-06-20T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,24.96,0.325,0.022,5.36,11.11
2025-06-20T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,23.37,0.394,0.031,3.77,10.11
2025-06-20T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,25.24,0.372,0.035,4.03,12.48
2025-06-20T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,23.03,0.364,0.039,3.89,11.5
2025-06-20T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,25.44,0.36,0.027,4.03,11.6
2025-06-21T08:00,morning,sarafovo,Сарафово,42.5695,27.521,23.06,0.33,0.025,3.91,10.98
2025-06-21T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,24.71,0.352,0.032,4.59,9.65
2025-06-21T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,24.0,0.382,0.037,3.52,9.39
2025-06-21T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,25.42,0.382,0.039,2.95,9.64
2025-06-21T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,23.43,0.395,0.031,4.44,10.05
2025-06-21T16:00,afternoon,kraimorie,Крайморие,42.4428,27.4686,24.84,0.397,0.035,4.01,9.15
2025-06-22T08:00,morning,sarafovo,Сарафово,42.5695,27.521,23.23,0.36,0.032,3.82,8.15
2025-06-22T16:00,afternoon,sarafovo,Сарафово,42.5695,27.521,25.19,0.351,0.034,3.79,7.82
2025-06-22T08:00,morning,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,23.47,0.395,0.033,4.85,11.63
2025-06-22T16:00,afternoon,central_beach_burgas,Централен плаж Бургас,42.4924,27.4848,24.53,0.386,0.03,5.29,12.22
2025-06-22T08:00,morning,kraimorie,Крайморие,42.4428,27.4686,23.48,0.364,0.034,3.7,11.1
